id,hp,price
29138,41,1722
29139,56,5264
29140,59,708
29141,61,1403
29142,46,4416
29143,49,2646
29144,46,4324
29145,35,2520
29146,31,1612
29147,42,2604
29148,52,1924
29149,40,3400
29150,60,1260
29151,42,1554
29152,52,4004
29153,49,2107
29154,42,3066
29155,27,1539
29156,36,324
29157,56,1512
29158,28,1036
29159,38,1064
29160,29,2639
29161,38,1710
29162,30,2880
29163,58,4698
29164,56,896
29165,27,54
29166,31,2759
29167,54,4752
29168,58,4466
29169,57,2337
29170,59,177
29171,52,4732
29172,44,3300
29173,58,2088
29174,37,999
29175,61,122
29176,51,4947
29177,56,3024
29178,39,936
29179,55,1705
29180,32,640
29181,46,4600
29182,50,2800
29183,37,3478
29184,43,172
29185,47,1363
29186,50,2350
29187,59,3953
29188,58,4408
29189,35,2835
29190,44,2640
29191,57,5415
29192,27,1755
29193,59,708
29194,56,3024
29195,34,204
29196,28,1792
29197,47,3149
29198,28,868
29199,36,216
29200,41,2665
29201,50,3800
29202,30,1320
29203,60,2460
29204,60,2640
29205,60,3480
29206,56,3360
29207,58,406
29208,34,2992
29209,57,3534
29210,28,1764
29211,53,3286
29212,44,3080
29213,44,2904
29214,42,2940
29215,32,1984
29216,31,2387
29217,48,480
29218,44,1276
29219,61,915
29220,49,4900
29221,54,3780
29222,61,5246
29223,54,5400
29224,54,3888
29225,55,5225
29226,34,918
29227,52,1404
29228,28,1288
29229,38,2926
29230,29,1972
29231,49,2401
29232,55,4345
29233,49,4067
29234,50,4500
29235,35,1540
29236,47,2773
29237,30,1830
29238,58,870
29239,41,205
29240,42,2982
29241,35,1575
29242,34,918
29243,46,4600
29244,42,2184
29245,42,42
29246,35,105
29247,41,738
29248,31,2790
29249,36,2736
29250,44,2684
29251,49,245
29252,43,1892
29253,55,935
29254,46,2346
29255,53,3180
29256,55,2860
29257,43,559
29258,38,1254
29259,35,840
29260,27,1836
29261,50,150
29262,29,2204
29263,59,1239
29264,35,245
29265,52,2964
29266,56,5432
29267,45,2790
29268,54,2214
29269,27,2133
29270,47,47
29271,53,4399
29272,58,3016
29273,31,1271
29274,35,525
29275,35,1925
29276,50,3600
29277,46,966
29278,51,4182
29279,33,2112
29280,49,2303
29281,51,2652
29282,31,3069
29283,39,429
29284,39,936
29285,39,1716
29286,49,4557
29287,60,1620
29288,51,4335
29289,49,2107
29290,61,4270
29291,56,1120
29292,36,3528
29293,36,1620
29294,57,1824
29295,59,2478
29296,52,2080
29297,31,155
29298,40,1320
29299,52,4108
29300,29,1740
29301,40,360
29302,43,645
29303,45,405
29304,60,4140
29305,57,1824
29306,45,1395
29307,51,4590
29308,44,1848
29309,48,1056
29310,58,3770
29311,61,915
29312,29,2668
29313,37,3071
29314,31,589
29315,35,3220
29316,47,2679
29317,55,3740
29318,31,651
29319,33,693
29320,41,82
29321,38,912
29322,44,836
29323,55,2970
29324,37,2146
29325,51,204
29326,34,3094
29327,34,1088
29328,43,3397
29329,60,240
29330,29,2117
29331,54,1458
29332,49,392
29333,37,3256
29334,45,4320
29335,44,484
29336,40,3000
29337,29,2001
29338,36,792
29339,40,1960
29340,32,1344
29341,50,2950
29342,27,864
29343,41,1435
29344,51,969
29345,43,2322
29346,34,1666
29347,41,2173
29348,45,450
29349,45,2295
29350,56,4424
29351,47,1034
29352,60,5400
29353,56,2520
29354,36,576
29355,43,473
29356,28,252
29357,43,1505
29358,60,420
29359,61,3172
29360,31,589
29361,51,4182
29362,36,72
29363,41,1312
29364,49,1470
29365,55,1540
29366,35,1540
29367,55,1265
29368,48,3984
29369,37,1739
29370,33,594
29371,51,4488
29372,31,1364
29373,38,1520
29374,38,1558
29375,33,2178
29376,29,232
29377,36,1008
29378,56,2352
29379,61,5368
29380,36,1836
29381,34,2788
29382,40,2360
29383,31,2108
29384,37,2775
29385,32,1632
29386,49,1421
29387,48,3552
29388,36,1908
29389,43,3225
29390,53,3127
29391,44,3212
29392,31,2666
29393,33,2442
29394,51,3111
29395,30,630
29396,35,2940
29397,40,3480
29398,33,1221
29399,44,44
29400,58,3596
29401,59,4897
29402,58,1914
29403,58,5220
29404,44,1012
29405,55,5500
29406,27,2025
29407,43,817
29408,52,2496
29409,44,2948
29410,50,500
29411,33,3234
29412,44,3872
29413,41,2911
29414,40,3760
29415,39,3783
29416,41,3321
29417,50,350
29418,31,2449
29419,47,4136
29420,59,1475
29421,51,3519
29422,48,1776
29423,59,1652
29424,31,2883
29425,40,2320
29426,56,4984
29427,46,46
29428,52,780
29429,37,1665
29430,51,714
29431,39,3315
29432,42,2730
29433,55,3135
29434,58,2320
29435,53,2544
29436,49,392
29437,51,1275
29438,42,630
29439,48,288
29440,31,2604
29441,33,1122
29442,39,1443
29443,57,3819
29444,43,516
29445,53,4558
29446,28,2632
29447,29,116
29448,61,3233
29449,49,490
29450,50,4300
29451,58,2436
29452,37,1628
29453,58,696
29454,32,1856
29455,49,2499
29456,48,192
29457,30,990
29458,33,165
29459,36,792
29460,48,2064
29461,31,2325
29462,60,4740
29463,57,2280
29464,29,435
29465,29,1073
29466,31,1333
29467,46,1196
29468,52,988
29469,40,1360
29470,36,1800
29471,27,1539
29472,35,2870
29473,39,1833
29474,38,1330
29475,36,2016
29476,39,351
29477,37,2960
29478,33,198
29479,43,2064
29480,56,3416
29481,41,1435
29482,33,528
29483,46,276
29484,44,3476
29485,39,3432
29486,36,3600
29487,55,1705
29488,42,1974
29489,49,2842
29490,28,2660
29491,48,1920
29492,48,3792
29493,42,504
29494,52,728
29495,49,2205
29496,59,2714
29497,52,4888
29498,60,6000
29499,36,2592
29500,29,928
29501,45,1125
29502,38,1710
29503,60,1020
29504,59,4130
29505,35,1155
29506,56,4368
29507,42,4158
29508,34,1054
29509,54,2430
29510,33,2673
29511,56,3416
29512,40,560
29513,59,4071
29514,55,5280
29515,28,2436
29516,31,1488
29517,31,1147
29518,34,3298
29519,34,2244
29520,49,1960
29521,45,4230
29522,38,1520
29523,30,600
29524,42,2268
29525,29,1798
29526,50,2350
29527,32,2976
29528,48,3312
29529,59,3009
29530,33,1749
29531,51,4641
29532,36,2376
29533,60,780
29534,48,4560
29535,41,1968
29536,49,4851
29537,28,896
29538,31,496
29539,53,3975
29540,27,783
29541,38,1634
29542,55,2255
29543,28,1596
29544,57,114
29545,55,3520
29546,44,660
29547,49,1666
29548,59,3127
29549,40,1840
29550,33,693
29551,35,1435
29552,38,266
29553,40,3720
29554,46,1840
29555,45,2970
29556,33,2805
29557,46,3220
29558,34,3332
29559,36,864
29560,52,416
29561,50,2900
29562,42,840
29563,31,1085
29564,39,3159
29565,29,2146
29566,53,4876
29567,42,1092
29568,42,2898
29569,44,396
29570,54,2430
29571,33,2640
29572,34,1870
29573,30,1080
29574,34,3332
29575,59,354
29576,58,812
29577,57,3306
29578,34,408
29579,45,2205
29580,58,1102
29581,56,336
29582,52,1924
29583,30,450
29584,55,3630
29585,50,2100
29586,55,935
29587,60,4860
29588,30,1320
29589,37,1850
29590,48,3216
29591,50,1200
29592,50,3850
29593,32,192
29594,47,1739
29595,38,304
29596,31,2046
29597,50,1500
29598,37,2183
29599,38,190
29600,61,1769
29601,44,1276
29602,33,99
29603,39,2457
29604,45,1665
29605,44,2552
29606,47,1645
29607,37,1776
29608,58,4118
29609,60,5520
29610,34,816
29611,52,4264
29612,46,920
29613,58,3596
29614,54,2376
29615,39,3471
29616,45,1485
29617,32,2400
29618,47,2773
29619,47,1598
29620,50,200
29621,48,1344
29622,42,3360
29623,28,560
29624,40,2360
29625,52,1404
29626,61,5246
29627,43,1591
29628,38,2736
29629,48,3120
29630,57,5244
29631,57,3534
29632,49,2646
29633,33,726
29634,28,1036
29635,27,2106
29636,38,342
29637,41,1968
29638,51,2856
29639,42,2016
29640,38,2736
29641,50,4150
29642,43,2064
29643,32,2528
29644,51,969
29645,47,1833
29646,60,5100
29647,55,4290
29648,28,1904
29649,47,2115
29650,32,96
29651,44,1452
29652,43,1677
29653,35,3325
29654,36,2232
29655,28,1372
29656,29,2668
29657,43,2236
29658,42,1638
29659,42,798
29660,32,256
29661,56,3080
29662,41,2993
29663,27,1026
29664,36,3096
29665,59,2360
29666,30,570
29667,35,3500
29668,61,2257
29669,46,2392
29670,34,340
29671,29,2378
29672,40,800
29673,35,2905
29674,41,3239
29675,61,6100
29676,36,1116
29677,38,2964
29678,59,3481
29679,29,957
29680,30,690
29681,57,3933
29682,48,288
29683,36,3060
29684,45,90
29685,27,837
29686,41,533
29687,40,1680
29688,30,1560
29689,46,4002
29690,48,336
29691,53,371
29692,36,2988
29693,45,990
29694,44,2464
29695,34,1734
29696,28,1316
29697,43,2107
29698,35,2380
29699,39,3783
29700,43,860
29701,32,512
29702,29,2465
29703,36,3024
29704,47,4653
29705,40,3280
29706,30,1920
29707,42,2310
29708,41,3280
29709,31,806
29710,53,53
29711,60,2040
29712,30,2190
29713,52,2184
29714,43,3698
29715,48,1104
29716,47,4512
29717,32,608
29718,44,4180
29719,40,3440
29720,60,180
29721,36,1080
29722,61,3660
29723,61,5368
29724,39,3471
29725,43,774
29726,31,1612
29727,59,4897
29728,28,840
29729,45,3465
29730,55,2255
29731,28,1820
29732,58,2900
29733,43,3827
29734,56,1624
29735,28,140
29736,61,3538
29737,50,4300
29738,58,5046
29739,50,1000
29740,44,3740
29741,35,1610
29742,44,2596
29743,48,1584
29744,45,2565
29745,53,3551
29746,31,2263
29747,50,3850
29748,60,1500
29749,61,1098
29750,31,1395
29751,29,2291
29752,60,60
29753,53,3127
29754,54,1944
29755,43,1204
29756,45,2790
29757,46,506
29758,55,4840
29759,30,360
29760,41,1804
29761,41,2337
29762,28,1092
29763,53,1855
29764,51,612
29765,27,2133
29766,32,1376
29767,27,1296
29768,46,4002
29769,52,1456
29770,58,2494
29771,42,2478
29772,61,6039
29773,49,4508
29774,59,5369
29775,45,3690
29776,42,3192
29777,50,2100
29778,28,2604
29779,31,2325
29780,61,5002
29781,36,3600
29782,60,3240
29783,51,1887
29784,57,1140
29785,34,3264
29786,38,2888
29787,57,1881
29788,40,1800
29789,40,3920
29790,53,477
29791,57,5586
29792,43,1892
29793,32,960
29794,28,812
29795,48,2784
29796,32,736
29797,42,882
29798,31,2449
29799,47,141
29800,59,5428
29801,33,1881
29802,27,729
29803,38,684
29804,37,37
29805,35,350
29806,57,5358
29807,31,2852
29808,27,1620
29809,46,4462
29810,33,3234
29811,45,3915
29812,58,1740
29813,42,546
29814,29,2146
29815,35,3150
29816,49,1078
29817,48,2304
29818,57,4845
29819,41,1476
29820,54,540
29821,48,4656
29822,57,1881
29823,28,2436
29824,55,55
29825,43,1247
29826,42,1638
29827,41,2542
29828,37,999
29829,60,5160
29830,54,2862
29831,45,4140
29832,45,3735
29833,34,816
29834,30,1890
29835,40,2760
29836,29,1653
29837,30,1710
29838,53,424
29839,56,1736
29840,45,3600
29841,30,960
29842,35,1470
29843,59,1416
29844,49,2989
29845,50,3150
29846,35,490
29847,28,252
29848,33,198
29849,36,576
29850,41,3977
29851,40,2200
29852,45,3780
29853,46,230
29854,41,738
29855,43,3354
29856,48,960
29857,30,1500
29858,61,3355
29859,40,3480
29860,60,6000
29861,61,1403
29862,50,3250
29863,45,2160
29864,35,1190
29865,52,2496
29866,33,2310
29867,48,1344
29868,32,2528
29869,27,2376
29870,39,3237
29871,59,4720
29872,37,740
29873,60,3300
29874,52,4472
29875,60,3720
29876,54,1512
29877,51,4539
29878,37,925
29879,54,4158
29880,58,2784
29881,52,4472
29882,37,666
29883,32,704
29884,38,722
29885,27,891
29886,36,1692
29887,43,1591
29888,56,4088
29889,41,3731
29890,52,520
29891,32,256
29892,40,1720
29893,53,1855
29894,51,2193
29895,56,1288
29896,44,1144
29897,57,741
29898,30,1530
29899,58,1276
29900,48,1200
29901,52,832
29902,28,1540
29903,59,5900
29904,55,2365
29905,32,2400
29906,43,1118
29907,54,2376
29908,55,4565
29909,58,3132
29910,28,532
29911,45,3285
29912,57,684
29913,54,216
29914,37,3330
29915,41,861
29916,37,2109
29917,56,2576
29918,31,1147
29919,31,2604
29920,54,3510
29921,42,210
29922,52,1560
29923,30,1830
29924,31,2759
29925,43,43
29926,44,4268
29927,61,732
29928,29,551
29929,48,2496
29930,37,2257
29931,58,232
29932,40,1160
29933,34,1190
29934,50,4200
29935,57,4275
29936,48,2352
29937,34,884
29938,34,2244
29939,37,1332
29940,53,689
29941,52,2808
29942,43,774
29943,41,82
29944,53,2173
29945,55,4730
29946,51,1683
29947,40,200
29948,49,1519
29949,57,4332
29950,31,2449
29951,35,2065
29952,43,2881
29953,36,1512
29954,48,2256
29955,30,1020
29956,27,918
29957,40,960
29958,37,2220
29959,57,3135
29960,52,5096
29961,47,2820
29962,35,1855
29963,49,3479
29964,42,2982
29965,48,1392
29966,46,2714
29967,37,3367
29968,44,1144
29969,29,116
29970,61,1769
29971,34,2040
29972,28,1568
29973,44,4004
29974,32,928
29975,54,4752
29976,56,5152
29977,33,264
29978,52,3380
29979,43,1419
29980,27,2592
29981,41,2665
29982,35,770
29983,33,693
29984,51,2499
29985,28,2408
29986,33,1023
29987,37,1776
29988,36,2052
29989,30,2580
29990,41,1148
29991,56,1512
29992,47,846
29993,33,1353
29994,58,4988
29995,61,5551
29996,56,4424
29997,59,5782
29998,59,2832
29999,52,5148
30000,41,656
30001,60,5280
30002,35,490
30003,46,736
30004,40,2400
30005,42,2814
30006,61,4148
30007,51,102
30008,41,1845
30009,41,779
30010,35,2135
30011,44,4356
30012,40,3120
30013,56,56
30014,43,473
30015,35,1680
30016,52,3432
30017,59,2006
30018,43,2107
30019,57,2280
30020,38,2014
30021,48,1392
30022,54,4104
30023,33,2937
30024,55,2475
30025,32,2912
30026,45,4005
30027,46,3036
30028,59,4307
30029,53,901
30030,53,954
30031,38,2812
30032,52,2236
30033,57,4788
30034,34,306
30035,44,1892
30036,50,2750
30037,55,1815
30038,36,972
30039,60,120
30040,43,1290
30041,36,1188
30042,47,2068
30043,47,2538
30044,49,1078
30045,32,2144
30046,36,2160
30047,41,41
30048,52,3224
30049,52,780
30050,51,2193
30051,33,1221
30052,54,1458
30053,48,240
30054,48,48
30055,49,441
30056,38,1444
30057,60,5820
30058,51,51
30059,60,1200
30060,54,2430
30061,42,1344
30062,32,1760
30063,28,2128
30064,32,2080
30065,51,4590
30066,46,46
30067,48,3648
30068,61,1830
30069,29,2726
30070,48,4800
30071,32,2784
30072,52,5044
30073,51,561
30074,46,3358
30075,41,2829
30076,42,3276
30077,40,2760
30078,47,705
30079,27,891
30080,37,3367
30081,48,720
30082,51,4998
30083,44,44
30084,37,2664
30085,43,1806
30086,29,1131
30087,32,448
30088,35,350
30089,36,504
30090,52,2860
30091,48,3600
30092,46,506
30093,60,120
30094,55,440
30095,44,1452
30096,58,116
30097,56,1232
30098,49,1176
30099,33,1254
30100,53,4823
30101,57,3249
30102,36,2160
30103,57,2679
30104,40,200
30105,33,2640
30106,31,1860
30107,28,672
30108,42,2436
30109,51,4386
30110,34,1700
30111,32,2848
30112,30,2190
30113,34,1972
30114,61,2989
30115,48,1584
30116,46,2070
30117,59,5605
30118,34,2176
30119,45,4005
30120,45,2025
30121,38,2432
30122,51,1173
30123,27,2295
30124,34,476
30125,57,4218
30126,56,4648
30127,27,2565
30128,33,2013
30129,43,3999
30130,55,2035
30131,55,55
30132,47,3102
30133,40,3320
30134,43,1419
30135,56,2016
30136,44,2904
30137,58,2842
30138,51,1020
30139,48,2928
30140,35,1155
30141,58,5162
30142,40,520
30143,34,2380
30144,37,3293
30145,44,1452
30146,41,1435
30147,30,1200
30148,32,128
30149,40,3800
30150,34,102
30151,60,1800
30152,53,3604
30153,50,100
30154,58,1392
30155,29,812
30156,47,2256
30157,53,3551
30158,50,3650
30159,42,420
30160,27,1296
30161,43,1376
30162,41,738
30163,53,1855
30164,40,1040
30165,30,780
30166,54,4212
30167,40,1320
30168,56,3192
30169,27,513
30170,52,988
30171,39,2067
30172,48,816
30173,31,2604
30174,28,1484
30175,50,800
30176,42,2856
30177,45,3510
30178,31,1550
30179,51,2907
30180,53,4664
30181,30,1170
30182,52,2184
30183,50,1450
30184,60,420
30185,47,1833
30186,37,2812
30187,44,704
30188,47,940
30189,39,2925
30190,40,1680
30191,29,1798
30192,46,276
30193,40,2000
30194,36,972
30195,31,1581
30196,49,1372
30197,48,288
30198,49,3724
30199,27,675
30200,27,1863
30201,33,3300
30202,45,4410
30203,37,2775
30204,44,2508
30205,61,1403
30206,57,1083
30207,61,3233
30208,30,1470
30209,37,1406
30210,50,900
30211,34,2618
30212,28,1232
30213,38,2204
30214,60,5760
30215,56,2016
30216,47,4089
30217,43,2236
30218,27,1863
30219,58,2436
30220,61,5795
30221,50,350
30222,28,1148
30223,35,3430
30224,51,1938
30225,38,3420
30226,37,185
30227,60,2640
30228,40,2840
30229,49,1470
30230,38,2812
30231,43,903
30232,46,4370
30233,60,4860
30234,48,4752
30235,41,4018
30236,41,1394
30237,61,2074
30238,31,3038
30239,40,280
30240,38,684
30241,31,589
30242,32,1664
30243,59,3776
30244,51,4284
30245,58,4176
30246,49,1029
30247,54,3942
30248,57,1938
30249,54,918
30250,59,2478
30251,35,3395
30252,50,2600
30253,55,825
30254,52,1196
30255,36,1836
30256,44,2464
30257,49,1715
30258,49,2401
30259,51,204
30260,50,1250
30261,46,322
30262,57,5244
30263,61,3660
30264,50,1750
30265,37,1332
30266,40,3720
30267,59,3304
30268,31,2666
30269,44,4136
30270,40,1720
30271,58,5568
30272,35,2380
30273,31,93
30274,42,2436
30275,49,2940
30276,61,4941
30277,43,2408
30278,43,3913
30279,35,1260
30280,51,1326
30281,28,2156
30282,46,3542
30283,47,3055
30284,39,3159
30285,59,177
30286,44,1276
30287,45,1395
30288,48,1392
30289,29,348
30290,50,3500
30291,32,2528
30292,56,5544
30293,33,66
30294,34,2074
30295,38,3116
30296,59,4838
30297,51,3825
30298,39,741
30299,47,2820
30300,46,92
30301,39,3549
30302,59,4071
30303,58,3248
30304,42,2730
30305,37,1924
30306,47,1786
30307,51,510
30308,31,1488
30309,36,2952
30310,43,2451
30311,60,4020
30312,52,2964
30313,35,2485
30314,42,1050
30315,36,324
30316,61,2745
30317,43,2365
30318,60,3060
30319,57,1995
30320,47,1739
30321,45,2610
30322,31,279
30323,35,2800
30324,28,196
30325,34,1326
30326,43,989
30327,49,2205
30328,28,112
30329,60,3840
30330,59,767
30331,60,3660
30332,32,512
30333,52,104
30334,34,1122
30335,61,4819
30336,41,1927
30337,58,2146
30338,45,180
30339,38,2052
30340,38,2280
30341,33,1881
30342,43,4128
30343,49,3626
30344,49,1666
30345,44,1100
30346,29,2842
30347,55,4620
30348,29,1015
30349,48,4464
30350,35,2485
30351,45,1440
30352,34,2346
30353,27,405
30354,46,1656
30355,37,703
30356,29,2842
30357,34,2312
30358,34,646
30359,54,4644
30360,36,2052
30361,35,595
30362,38,2470
30363,61,4270
30364,53,4876
30365,56,4648
30366,52,572
30367,61,1403
30368,53,2597
30369,61,732
30370,45,4005
30371,48,4416
30372,37,1258
30373,35,420
30374,27,2673
30375,55,4125
30376,59,1711
30377,58,2552
30378,38,2394
30379,40,1440
30380,53,954
30381,57,2052
30382,38,494
30383,40,2920
30384,40,1560
30385,34,3094
30386,32,3200
30387,28,2660
30388,35,2415
30389,27,648
30390,29,2262
30391,35,1645
30392,60,3060
30393,27,2484
30394,61,5978
30395,49,1470
30396,39,1599
30397,36,288
30398,41,1353
30399,34,34
30400,28,448
30401,44,2904
30402,59,4838
30403,61,5551
30404,60,4020
30405,42,3948
30406,53,4823
30407,28,2240
30408,40,200
30409,49,2352
30410,51,4284
30411,55,3245
30412,28,448
30413,52,3068
30414,43,3139
30415,36,2160
30416,49,1764
30417,54,1350
30418,52,4108
30419,59,2301
30420,43,1376
30421,49,4900
30422,47,1833
30423,41,2173
30424,39,858
30425,31,2976
30426,53,3021
30427,59,5133
30428,35,2380
30429,35,630
30430,41,4059
30431,55,880
30432,53,2279
30433,51,204
30434,40,480
30435,33,1023
30436,47,2068
30437,28,896
30438,55,1760
30439,50,2800
30440,46,3266
30441,32,992
30442,56,4200
30443,51,1887
30444,56,672
30445,57,1482
30446,31,2511
30447,46,3680
30448,54,3780
30449,52,3900
30450,61,4880
30451,27,1566
30452,52,4264
30453,40,1400
30454,54,3564
30455,52,416
30456,48,768
30457,28,840
30458,38,3648
30459,30,1500
30460,36,1368
30461,58,3886
30462,42,756
30463,32,1088
30464,53,3922
30465,56,4368
30466,30,180
30467,29,2552
30468,28,2240
30469,55,2255
30470,52,104
30471,50,3450
30472,58,696
30473,42,840
30474,58,3248
30475,53,3922
30476,56,4760
30477,44,440
30478,38,3686
30479,42,4116
30480,34,68
30481,40,1480
30482,36,792
30483,56,1680
30484,54,2646
30485,50,2900
30486,58,4118
30487,60,1080
30488,46,1794
30489,44,616
30490,36,72
30491,43,3999
30492,55,4785
30493,50,4050
30494,57,684
30495,57,2451
30496,34,2414
30497,61,6100
30498,27,2322
30499,33,1023
30500,61,3477
30501,35,1435
30502,32,1504
30503,30,990
30504,49,2989
30505,38,646
30506,55,2420
30507,43,1376
30508,55,2255
30509,57,4674
30510,59,59
30511,44,1892
30512,36,576
30513,42,630
30514,54,4914
30515,46,1472
30516,37,444
30517,29,1015
30518,57,456
30519,33,3135
30520,42,294
30521,51,1275
30522,48,3360
30523,54,4266
30524,41,2009
30525,28,2408
30526,41,3485
30527,53,2438
30528,52,2860
30529,60,720
30530,58,5742
30531,33,1254
30532,38,1710
30533,51,3366
30534,38,2166
30535,29,2117
30536,42,2016
30537,34,3400
30538,47,4371
30539,36,1692
30540,41,3690
30541,61,3477
30542,61,3172
30543,56,112
30544,47,4089
30545,41,4018
30546,35,805
30547,61,5917
30548,37,2183
30549,37,3626
30550,40,1400
30551,28,112
30552,27,351
30553,39,2457
30554,44,836
30555,39,1521
30556,38,2014
30557,48,4080
30558,57,2565
30559,57,1824
30560,56,616
30561,44,2596
30562,39,3588
30563,43,3526
30564,53,2067
30565,30,120
30566,42,1596
30567,52,2236
30568,29,1711
30569,48,144
30570,40,3560
30571,59,885
30572,27,135
30573,54,4536
30574,42,3444
30575,61,2684
30576,46,2576
30577,52,2028
30578,39,3276
30579,61,488
30580,35,3150
30581,50,3750
30582,51,4131
30583,29,2030
30584,51,2652
30585,41,2665
30586,35,3465
30587,27,1107
30588,52,988
30589,43,3053
30590,53,3021
30591,50,3000
30592,36,252
30593,36,3492
30594,57,4731
30595,36,144
30596,54,4806
30597,34,918
30598,61,4575
30599,36,2268
30600,42,2016
30601,37,2257
30602,51,765
30603,49,4606
30604,27,2430
30605,52,5096
30606,57,5472
30607,48,1392
30608,51,510
30609,45,1305
30610,53,1219
30611,38,2698
30612,30,600
30613,56,3136
30614,60,60
30615,51,1224
30616,35,980
30617,56,2520
30618,55,4510
30619,60,2160
30620,44,748
30621,58,4756
30622,61,4331
30623,29,2088
30624,30,300
30625,45,405
30626,44,4136
30627,50,1050
30628,52,5044
30629,51,2805
30630,60,4440
30631,44,220
30632,49,1421
30633,37,1998
30634,55,2420
30635,49,4900
30636,49,343
30637,61,4514
30638,54,3132
30639,54,5022
30640,33,2046
30641,48,144
30642,52,5200
30643,33,1947
30644,39,2418
30645,47,4042
30646,35,2240
30647,45,2475
30648,37,1813
30649,36,3600
30650,31,1209
30651,49,4802
30652,40,3480
30653,42,3150
30654,55,2035
30655,56,3416
30656,42,3780
30657,35,2240
30658,29,1508
30659,60,840
30660,32,224
30661,39,3042
30662,27,702
30663,41,2460
30664,39,3861
30665,53,1431
30666,52,3276
30667,46,3542
30668,39,2535
30669,28,1736
30670,48,1584
30671,51,4998
30672,58,3132
30673,39,2535
30674,42,3528
30675,40,2000
30676,35,2380
30677,56,1960
30678,36,1080
30679,34,1122
30680,61,1647
30681,45,315
30682,37,1110
30683,29,29
30684,37,925
30685,59,1416
30686,50,4950
30687,32,2144
30688,30,1350
30689,60,4800
30690,58,4582
30691,41,3567
30692,35,2940
30693,61,4148
30694,27,1836
30695,31,62
30696,52,3900
30697,30,3000
30698,29,2784
30699,46,4002
30700,47,1410
30701,37,2886
30702,27,2700
30703,34,2346
30704,42,3612
30705,29,754
30706,49,2009
30707,35,3360
30708,39,1443
30709,56,4760
30710,31,1178
30711,43,2494
30712,33,2805
30713,57,1824
30714,46,2898
30715,34,272
30716,41,2993
30717,55,2695
30718,40,1000
30719,48,2160
30720,56,5096
30721,33,198
30722,55,1375
30723,52,4732
30724,57,1140
30725,38,3382
30726,54,4158
30727,30,2160
30728,51,1071
30729,34,1938
30730,48,1440
30731,35,3080
30732,40,3760
30733,44,176
30734,27,2565
30735,61,2867
30736,33,429
30737,30,2280
30738,57,741
30739,28,1316
30740,45,4320
30741,36,648
30742,54,594
30743,34,306
30744,42,3696
30745,42,3696
30746,34,1088
30747,35,560
30748,50,650
30749,37,851
30750,29,174
30751,41,2214
30752,49,2793
30753,28,280
30754,42,1680
30755,28,952
30756,52,4056
30757,49,1764
30758,59,2065
30759,39,1794
30760,44,3916
30761,39,858
30762,36,3600
30763,54,2646
30764,33,759
30765,32,3168
30766,35,350
30767,58,2552
30768,41,3157
30769,60,2760
30770,36,1224
30771,55,275
30772,44,2992
30773,51,4488
30774,58,2030
30775,48,1680
30776,28,868
30777,50,3300
30778,51,1530
30779,59,2714
30780,54,3132
30781,32,2912
30782,37,555
30783,34,1054
30784,36,864
30785,47,752
30786,38,1786
30787,46,322
30788,60,1020
30789,44,2420
30790,42,1932
30791,30,1950
30792,53,2120
30793,50,300
30794,44,3168
30795,49,1764
30796,29,1421
30797,51,51
30798,33,1914
30799,49,4116
30800,50,2300
30801,45,3015
30802,53,689
30803,61,2196
30804,54,3240
30805,57,5529
30806,56,952
30807,47,2209
30808,56,3360
30809,56,1568
30810,54,3186
30811,59,944
30812,41,820
30813,58,4176
30814,60,4800
30815,60,5160
30816,49,2842
30817,48,4464
30818,39,429
30819,44,1584
30820,44,2684
30821,50,250
30822,35,2135
30823,30,1710
30824,47,4042
30825,36,1224
30826,37,666
30827,31,2666
30828,58,4118
30829,39,3042
30830,53,2120
30831,51,2958
30832,31,2294
30833,46,966
30834,50,450
30835,40,3680
30836,29,2175
30837,51,4233
30838,57,684
30839,33,792
30840,38,2508
30841,36,2880
30842,43,3139
30843,39,156
30844,56,1568
30845,33,2607
30846,52,572
30847,52,1092
30848,60,3600
30849,29,667
30850,61,4819
30851,52,3952
30852,54,4050
30853,45,2970
30854,32,2528
30855,41,3690
30856,37,814
30857,39,3081
30858,56,4368
30859,59,1062
30860,52,936
30861,43,3440
30862,60,5160
30863,39,1014
30864,34,1292
30865,41,287
30866,55,2255
30867,57,4959
30868,39,3861
30869,54,1296
30870,56,4872
30871,44,4092
30872,43,3311
30873,35,2800
30874,57,969
30875,36,1476
30876,57,5586
30877,37,3071
30878,27,1566
30879,47,188
30880,32,1472
30881,33,2541
30882,36,1116
30883,42,3528
30884,49,2695
30885,48,960
30886,27,1890
30887,28,1232
30888,60,2280
30889,54,324
30890,31,2170
30891,34,1462
30892,37,2664
30893,47,4230
30894,55,4840
30895,29,1537
30896,56,1288
30897,40,1480
30898,41,2788
30899,50,3250
30900,35,3080
30901,42,126
30902,35,1750
30903,44,2948
30904,57,3705
30905,35,2800
30906,54,4860
30907,38,3382
30908,58,4466
30909,44,528
30910,53,2067
30911,48,2400
30912,35,3010
30913,36,720
30914,49,1421
30915,43,129
30916,54,4482
30917,59,4366
30918,43,2021
30919,49,4606
30920,35,2695
30921,31,3069
30922,59,5133
30923,53,530
30924,44,2860
30925,28,1736
30926,46,4508
30927,27,2079
30928,54,3024
30929,53,1272
30930,59,5015
30931,47,3008
30932,49,1127
30933,61,1220
30934,39,2925
30935,33,1353
30936,51,1683
30937,28,728
30938,38,3496
